id,RT1_K,RT1_J,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,cost_mean,correct_result,T1_K,T1_Ka,U1_K,U1_J,U1_I,runs,RT1_I,mean_confidence_interval_sup,cost_std
595,32,1,1024,RS,0.19967936183681734,64,1,512,0.20368762857142858,True,64,128,1,16,17,35,1,0.20769589530603982,0.012098806907142814
596,1,1,1024,RS,0.22569700892946426,256,32,256,0.22984759999999999,True,32,128,4,1,21,35,32,0.2339981910705357,0.012528407722794283
597,1,8,128,RS,0.11174659093262722,64,1,1024,0.11401297142857142,True,1,1024,10,1,24,35,1,0.11627935192451562,0.006840986843956337
598,8,1,256,RS,0.2271224970529449,64,1,1024,0.23168411428571425,True,64,2048,26,27,1,35,8,0.2362457315184836,0.013769075198266227
599,8,1,2048,RS,0.09329908210650147,16,128,256,0.09644597428571428,True,16,2048,1,5,24,35,1,0.09959286646492709,0.009498779236703236
600,8,8,128,RS,0.20036865987852948,128,1,512,0.20499974285714284,True,256,2048,1,17,11,35,1,0.2096308258357562,0.013978755017817692
601,32,1,256,RS,0.09317696467644965,128,16,1024,0.09588156857142856,True,128,128,22,4,1,35,1,0.09858617246640747,0.008163748186491352
602,8,1,64,RS,0.2307078549501861,128,16,256,0.2354974571428571,True,128,2048,10,24,1,35,1,0.24028705933552813,0.014457239482285795
603,1,8,128,RS,0.14080550311660162,1,32,512,0.14276234285714284,True,512,512,23,4,1,35,1,0.14471918259768407,0.005906649366569157
604,8,8,128,RS,0.1198510900365532,256,1,2048,0.1205303142857143,True,256,512,14,1,28,35,1,0.1212095385348754,0.0020502136163466126
605,8,1,1024,RS,0.1938539535799947,64,64,2048,0.19809428571428572,True,256,512,13,21,1,35,8,0.20233461784857676,0.012799287849768226
606,1,1,128,RS,0.12125601221507946,32,1,512,0.12267014285714285,True,16,512,1,29,1,35,32,0.12408427349920624,0.004268501752156519
607,1,8,1,RS,0.11325614820000031,16,256,256,0.11634502857142857,True,128,2048,29,17,1,35,1,0.11943390894285684,0.009323672711316884
608,1,8,2048,RS,0.2515868449554164,256,32,2048,0.25560780000000005,True,256,256,1,26,13,35,8,0.2596287550445837,0.012137106107894324
609,1,8,1024,RS,0.24076391691982826,128,16,2048,0.245883,True,256,1,17,1,9,35,8,0.25100208308017175,0.015451765520945676
610,1,8,1024,RS,0.11332351486994631,16,64,1024,0.11396505714285714,True,512,1,22,1,3,35,1,0.11460659941576797,0.0019364719457649505
611,8,1,2048,RS,0.0985038995625441,64,16,1,0.10158099999999999,True,1,256,1,13,14,35,8,0.10465810043745588,0.009288115410381778
612,8,1,1024,RS,0.2104109726461416,128,512,512,0.21450445714285715,True,32,128,14,21,1,35,8,0.21859794163957272,0.012356033613104299
613,1,32,1024,RS,0.2729815636783108,32,256,2048,0.2767011142857143,True,1,256,22,23,1,35,1,0.28042066489311784,0.011227327810230149
614,8,1,256,RS,0.10287877553732738,1,128,1,0.10417648571428571,True,32,64,1,2,18,35,8,0.10547419589124404,0.0039170908255375175
615,1,1,64,RS,0.28529538088272277,256,16,256,0.28602562857142855,True,64,256,13,20,1,35,32,0.2867558762601343,0.0022042260071535873
616,8,1,1024,RS,0.20914040645595916,32,128,128,0.21043125714285713,True,128,512,21,9,1,35,1,0.2117221078297551,0.003896385705041143
617,1,8,256,RS,0.26003084869951404,1,256,1,0.2644729142857143,True,256,2048,30,24,1,35,1,0.26891497987191454,0.01340821291463115
618,8,1,512,RS,0.11877863623659435,128,128,1,0.12128254285714285,True,16,1,26,1,28,35,1,0.12378644947769135,0.007557950785545954
619,1,8,2048,RS,0.10451016443601126,512,512,1024,0.10477725714285714,True,64,1,15,2,1,35,1,0.10504434984970303,0.0008062095914252836
620,8,8,512,RS,0.11417442241919357,1,16,1024,0.11538545714285715,True,512,512,19,1,17,35,1,0.11659649186652074,0.00365546413189787
621,1,8,512,RS,0.24481641901887413,1,1,512,0.24875874285714283,True,128,256,27,2,1,35,8,0.25270106669541154,0.011899760680289471
622,1,8,128,RS,0.23649377676665415,256,128,1,0.23956417142857142,True,32,1,27,1,14,35,8,0.2426345660904887,0.009267874271561383
623,32,1,512,RS,0.08987801721460693,256,512,512,0.09020784285714285,True,256,1,1,4,14,35,1,0.09053766849967877,0.0009955666691561624
624,1,8,64,RS,0.2483341109904633,256,1,512,0.2526560285714286,True,128,1,6,3,1,35,8,0.2569779461523939,0.013045550544119775
625,1,1,1,RS,0.23385694836669854,16,1,1024,0.23751351428571427,True,16,1024,7,15,1,35,32,0.24117008020473,0.011037210826165485
626,1,1,1,RS,0.2377473619284773,64,16,512,0.24198302857142856,True,512,1024,3,1,16,35,32,0.2462186952143798,0.012785205234367493
627,1,8,1,RS,0.2506955623463204,16,64,64,0.2512976,True,512,1,26,16,1,35,8,0.2518996376536796,0.0018172286938396799
628,1,8,128,RS,0.2447861056854501,1,16,1,0.24748279999999998,True,16,128,27,29,1,35,1,0.2501794943145499,0.008139873406527018
629,1,1,1,RS,0.14279209327893147,1,32,1,0.14532102857142856,True,1,2048,8,4,1,35,1,0.14784996386392565,0.007633498918716163
630,8,8,1,RS,0.12035414904846427,16,32,64,0.12338534285714287,True,64,64,2,1,19,35,1,0.12641653666582145,0.00914954792620256
631,8,1,256,RS,0.20180741917601797,16,64,1024,0.20257677142857142,True,32,1,22,28,1,35,8,0.20334612368112487,0.002322261706498515
632,8,1,256,RS,0.10306768978302347,512,128,1,0.10363671428571429,True,16,1,1,28,2,35,8,0.10420573878840511,0.001717579701979812
633,1,1,1024,RS,0.11685921260471806,16,32,128,0.12026425714285714,True,64,2048,23,1,29,35,32,0.12366930168099623,0.010278002714098707
634,32,1,256,RS,0.11135417869391236,128,16,1,0.11407034285714285,True,64,512,28,4,1,35,1,0.11678650702037334,0.008198642434462139
635,1,1,1,RS,0.09787377698738937,64,32,256,0.10064377142857144,True,1,512,1,1,27,35,8,0.1034137658697535,0.00836112716460001
636,1,1,128,RS,0.2394712256023541,32,64,256,0.24443325714285719,True,16,128,30,18,1,35,8,0.24939528868336028,0.014977711178076496
637,1,32,512,RS,0.11308673770093436,1,32,512,0.1158158857142857,True,16,128,19,1,12,35,1,0.11854503372763703,0.008237833712369597
638,1,8,1,RS,0.2475071818074829,256,128,256,0.24822671428571427,True,512,2048,1,29,27,35,1,0.24894624676394564,0.002171882535253406
639,1,8,512,RS,0.25882943944437914,64,32,2048,0.2621343428571428,True,512,1,14,1,23,35,8,0.2654392462699065,0.009975730380543876
640,8,1,64,RS,0.2171430603110377,32,64,256,0.22146051428571428,True,32,1,20,23,1,35,8,0.22577796826039087,0.013032077311380409
641,8,1,1024,RS,0.11559804599641905,256,256,512,0.11857842857142857,True,128,512,10,1,12,35,1,0.12155881114643809,0.00899617607108936
642,8,1,1024,RS,0.1347542672805054,64,32,64,0.1356272,True,256,256,6,1,30,35,8,0.1365001327194946,0.0026349155670939975
643,8,1,256,RS,0.23764196194911993,32,1,64,0.23860488571428567,True,512,1,23,1,30,35,8,0.23956780947945142,0.0029065502553609467
644,8,1,1024,RS,0.10865940091618226,32,512,64,0.11201988571428573,True,1,1,25,1,23,35,1,0.1153803705123892,0.010143500764448503
645,8,8,512,RS,0.12157402160970009,64,512,1,0.12498451428571428,True,16,2048,13,1,7,35,1,0.12839500696172848,0.010294447719513461
646,1,8,1,RS,0.2350881953345853,16,16,512,0.23885645714285714,True,32,128,1,30,3,35,8,0.24262471895112897,0.011374360792948462
647,8,8,2048,RS,0.19480740082918985,1,64,64,0.19952562857142858,True,128,512,11,19,1,35,1,0.20424385631366732,0.014241798307568792
648,1,8,256,RS,0.11140612207363794,32,128,512,0.11455337142857142,True,256,256,30,1,30,35,1,0.11770062078350489,0.00949985735858541
649,32,1,256,RS,0.126320534602181,128,32,1,0.12803422857142857,True,16,2048,1,11,19,35,1,0.12974792254067613,0.005172722726466009
650,1,1,256,RS,0.2592525285246241,256,32,1,0.260388,True,64,1,14,21,1,35,1,0.2615234714753759,0.0034273792236718054
651,1,1,512,RS,0.10026947943736961,1,16,128,0.10352183714285715,True,256,512,1,10,8,35,1,0.10677419484834469,0.009817123080125596
652,8,8,512,RS,0.22790482055538194,1,128,1024,0.2313608,True,16,1024,11,27,1,35,1,0.23481677944461807,0.010431747871076749
653,8,1,128,RS,0.22227788805280607,16,1,256,0.22582468571428574,True,1,1,26,1,23,35,8,0.2293714833757654,0.010705879345404906
654,1,1,2048,RS,0.2433206556013757,256,128,256,0.2482769428571429,True,512,1,16,4,1,35,1,0.25323323011291016,0.014960372264166721
655,1,32,512,RS,0.2895246291770086,32,32,1024,0.29414774285714285,True,1,2048,1,7,12,35,1,0.2987708565372771,0.01395469998109773
656,1,32,256,RS,0.10859755470113151,256,64,256,0.11059777142857143,True,32,64,7,1,19,35,1,0.11259798815601134,0.006037581219025259
657,8,8,256,RS,0.12363575289225441,512,128,1024,0.12498917142857141,True,32,1024,26,1,13,35,1,0.12634258996488842,0.004085244475885758
658,1,1,128,RS,0.09712731805985902,16,16,128,0.09808407142857144,True,1,1024,9,17,1,35,1,0.09904082479728385,0.0028879251387776096
659,1,1,1024,RS,0.25131169617354304,512,128,1,0.2566001142857143,True,32,1024,7,20,1,35,32,0.2618885323978855,0.015962897137284018
660,1,1,256,RS,0.13963788225864593,256,1,1,0.14184317142857142,True,512,2048,30,1,6,35,1,0.1440484605984969,0.0066565849051284315
661,32,1,128,RS,0.1409021913684225,256,64,1,0.14480534285714286,True,256,1,21,1,25,35,1,0.14870849434586322,0.011781520372280013
662,1,1,2048,RS,0.23310811393509295,64,16,128,0.23753428571428573,True,1,512,4,14,1,35,1,0.2419604574934785,0.013360238038023612
663,1,8,512,RS,0.2148733650057262,64,1,128,0.2179357142857143,True,64,256,1,13,2,35,1,0.22099806356570237,0.009243589579723202
664,8,1,2048,RS,0.12467183813742277,1,16,64,0.12712691428571427,True,16,512,22,2,1,35,1,0.12958199043400576,0.007410557786492106
665,1,1,256,RS,0.13623302693641604,32,16,2048,0.1386959428571429,True,32,64,1,15,2,35,8,0.14115885877786977,0.007434221853574404
666,8,1,1024,RS,0.11790079970884727,16,1,64,0.11895951428571429,True,1,128,24,1,14,35,1,0.1200182288625813,0.003195691325800399
667,1,8,256,RS,0.2388564798546341,256,1,2048,0.24263945714285715,True,64,1024,1,9,26,35,8,0.2464224344310802,0.011418778932324866
668,32,1,2048,RS,0.2757797008549036,256,512,256,0.2812281714285714,True,32,256,15,15,1,35,1,0.28667664200223925,0.016446009653209782
669,32,1,512,RS,0.19527468040173512,128,32,256,0.20015328571428573,True,64,256,4,7,1,35,1,0.20503189102683633,0.014725892152592858
670,1,1,256,RS,0.3804672895020269,512,256,1024,0.386114,True,64,1,28,1,1,35,32,0.3917607104979731,0.017044389632452583
671,1,1,1024,RS,0.10923428362499649,256,32,1024,0.11108108571428571,True,256,256,1,13,2,35,1,0.11292788780357493,0.005574504730705058
672,1,1,2048,RS,0.07704657640879511,16,32,1024,0.07723639714285713,True,256,2048,1,26,14,35,32,0.07742621787691914,0.0005729669606459312
673,1,8,1024,RS,0.22845510183061818,256,32,256,0.23237474285714288,True,16,512,11,18,1,35,1,0.23629438388366758,0.011831293440564081
674,1,8,2048,RS,0.2695383877563537,128,64,128,0.27048871428571425,True,512,2048,1,19,30,35,8,0.2714390408150748,0.0028685259586606875
675,1,1,256,RS,0.20807272909394964,1,64,256,0.2116031142857143,True,128,256,1,24,20,35,1,0.21513349947747895,0.01065633890433678
676,1,1,2048,RS,0.10605755349139472,256,256,1024,0.10718119999999999,True,32,256,3,11,1,35,8,0.10830484650860527,0.003391685992878132
677,1,1,256,RS,0.12837711199729046,1,256,64,0.12892545714285714,True,32,128,1,26,22,35,32,0.1294738022884238,0.0016551598169336516
678,1,1,1024,RS,0.2495083234419715,64,128,1,0.25019991428571436,True,256,2048,15,15,1,35,8,0.25089150512945724,0.0020875417309283543
679,8,8,1,RS,0.12229557644367646,32,16,1024,0.12279322857142859,True,256,1024,13,1,1,35,1,0.12329088069918072,0.0015021447920645092
680,1,1,1024,RS,0.1283658103319881,512,32,512,0.13031802857142857,True,64,2048,1,19,13,35,32,0.13227024681086905,0.005892699534100111
681,1,1,1024,RS,0.11319380754070034,256,256,512,0.1162036,True,64,1024,24,1,9,35,1,0.11921339245929967,0.009084948733875324
682,32,1,2048,RS,0.1605557298455557,64,128,256,0.16326657142857143,True,256,256,1,29,8,35,1,0.16597741301158717,0.00818257642026455
683,1,32,2048,RS,0.28190200454445086,16,512,64,0.28668311428571425,True,16,2048,1,13,2,35,1,0.29146422402697764,0.014431605327537055
684,8,1,1024,RS,0.12129328227537003,1,1,1024,0.12419565714285713,True,512,1024,23,1,30,35,1,0.12709803201034423,0.008760712651843073
685,8,1,1024,RS,0.23328378309601874,512,32,2048,0.23851400000000003,True,256,2048,28,8,1,35,8,0.24374421690398132,0.015787218913683666
686,1,1,256,RS,0.2314547700434517,16,256,128,0.23543505714285717,True,32,1,15,5,1,35,1,0.23941534424226266,0.012014351399039063
687,8,1,1,RS,0.10573612058565056,1,128,1,0.10737637142857144,True,64,1024,1,7,22,35,1,0.10901662227149232,0.004951037329032107
688,1,32,64,RS,0.11201460987163124,256,16,2048,0.11561617142857143,True,32,1,6,1,24,35,1,0.11921773298551162,0.010871182165932917
689,1,1,256,RS,0.10520034044907578,256,256,2048,0.10859771428571428,True,128,512,1,11,10,35,8,0.11199508812235279,0.010254848981464965
690,8,1,512,RS,0.21846419243408813,64,32,64,0.22274311428571428,True,128,512,27,22,1,35,1,0.22702203613734043,0.012915769503697914
691,32,1,512,RS,0.11298917389361719,128,512,1024,0.11645734285714285,True,64,64,3,1,9,35,1,0.1199255118206685,0.010468541489196112
692,1,8,256,RS,0.23967761607477062,512,256,1,0.24420582857142864,True,128,256,1,10,26,35,1,0.24873404106808666,0.013668244220999928
693,1,32,64,RS,0.1116066369131969,32,1,2048,0.11349737142857141,True,64,2048,12,1,19,35,1,0.11538810594394593,0.0057071131560822
694,1,8,1,RS,0.10229621865890869,1,256,2048,0.10457257428571427,True,32,128,10,1,30,35,1,0.10684892991251986,0.0068710964125444805
695,1,8,1024,RS,0.24984248356271269,16,32,512,0.25043397142857143,True,128,256,2,2,1,35,8,0.2510254592944302,0.0017853845441843177
696,32,1,256,RS,0.08249018157999896,16,1,512,0.08374476857142857,True,64,2048,1,24,27,35,1,0.08499935556285818,0.0037869250632573286
697,8,8,1,RS,0.2273249393990898,32,32,64,0.2301996,True,16,1024,1,16,16,35,1,0.23307426060091022,0.00867705814926432
698,1,32,2048,RS,0.2980812189807331,64,1,1024,0.3022479714285714,True,64,1024,1,27,21,35,1,0.3064147238764097,0.012577190250575984
699,1,8,1024,RS,0.10266663322827174,1,256,2048,0.10428436857142857,True,32,512,20,1,18,35,1,0.1059021039145854,0.004883075114414301
700,1,8,2048,RS,0.2366691419594018,32,256,1024,0.2374611714285714,True,32,64,1,21,16,35,8,0.238253200897741,0.002390712057534495
701,1,8,1024,RS,0.24286246664698635,16,128,256,0.24387331428571432,True,1,512,13,1,15,35,8,0.2448841619244423,0.003051206719329523
702,1,8,2048,RS,0.11280175264769382,256,512,512,0.11577148571428571,True,512,2048,29,1,18,35,1,0.1187412187808776,0.008964030918450626
703,1,1,128,RS,0.2432936732318852,512,32,2048,0.24751782857142857,True,32,2048,13,26,1,35,1,0.2517419839109719,0.012750458784991037
704,8,8,512,RS,0.2218227285922587,32,64,1024,0.22671182857142855,True,16,128,14,8,1,35,1,0.23160092855059838,0.01475756992091219
705,1,8,512,RS,0.23239876510277258,64,512,128,0.2370194,True,32,1,1,30,20,35,8,0.2416400348972274,0.013947217865325582
706,8,1,1,RS,0.20144946852373963,64,512,1,0.2060301714285714,True,1,128,16,1,28,35,8,0.2106108743334032,0.01382668460309518
707,1,8,128,RS,0.15021615042031708,64,64,1,0.15333551428571426,True,1,512,1,6,25,35,1,0.15645487815111145,0.009415686025750337
708,1,1,2048,RS,0.09798072620233189,128,64,1,0.10035313714285714,True,32,2048,1,14,7,35,1,0.10272554808338238,0.007161035872676749
709,1,8,256,RS,0.24280188197862007,1,32,1024,0.24761940000000002,True,32,512,1,14,23,35,1,0.25243691802137996,0.0145415023928066
710,1,1,1024,RS,0.09149314198376358,32,512,1024,0.09205110285714285,True,16,256,1,15,15,35,8,0.09260906373052212,0.0016841845405308963
711,8,1,1024,RS,0.23407206599348207,64,256,64,0.23826179999999997,True,128,2048,23,27,1,35,8,0.24245153400651787,0.01264655924702729
712,32,1,2048,RS,0.09434799334274013,1,32,2048,0.09714135714285714,True,512,1024,1,7,11,35,1,0.09993472094297415,0.008431666721974308
713,1,1,128,RS,0.12041745081155375,16,64,256,0.12258828571428569,True,64,128,24,1,16,35,32,0.12475912061701763,0.00655258595657984
714,8,1,2048,RS,0.11873152227033199,32,128,1,0.12001979999999998,True,32,128,25,1,17,35,1,0.12130807772966798,0.0038886193275101777
715,8,1,1024,RS,0.09866582646472284,512,16,512,0.10119639714285714,True,256,256,17,1,15,35,8,0.10372696782099143,0.0076384352705992555
716,1,1,1,RS,0.12650632887441857,16,1,1024,0.1283821142857143,True,256,512,20,1,17,35,1,0.13025789969701004,0.005661989830799913
717,1,8,64,RS,0.10512001339133879,16,1,1,0.10757785714285714,True,16,1024,28,3,1,35,1,0.11003570089437549,0.007418911695863512
718,8,1,256,RS,0.1400098853357359,128,32,512,0.14049554285714286,True,1,2048,6,1,22,35,8,0.1409812003785498,0.001465939510403913
719,1,1,1,RS,0.1246725360929827,16,16,2048,0.12684977142857146,True,1,64,1,11,16,35,8,0.1290270067641602,0.0065719054296548216
720,8,8,2048,RS,0.2162971773376988,64,128,64,0.22135194285714285,True,128,2048,15,26,1,35,1,0.2264067083765869,0.01525762531034959
721,1,1,512,RS,0.30073359516593695,128,64,512,0.30183451428571423,True,16,128,14,28,1,35,32,0.3029354334054915,0.0033230841988509795
722,1,1,1,RS,0.13271054505479965,1,64,512,0.13332722857142856,True,512,2048,25,2,1,35,1,0.13394391208805748,0.001861436696835681
723,8,1,1024,RS,0.15798947615385983,32,16,64,0.16208414285714287,True,256,1,11,29,1,35,8,0.1661788095604259,0.01235960206049845
724,1,8,512,RS,0.21600029618936853,1,16,64,0.21999765714285718,True,256,1,1,24,12,35,1,0.22399501809634584,0.012065888204693563
725,1,1,512,RS,0.19821300003440082,1,32,256,0.20261837142857145,True,32,64,22,11,1,35,8,0.20702374282274208,0.013297452834682748
726,1,1,1,RS,0.12010224147738402,128,512,2048,0.12272434285714284,True,16,128,1,10,1,35,32,0.12534644423690167,0.00791471735419116
727,1,1,1024,RS,0.10615989669332572,256,32,1,0.10744794285714286,True,1,512,11,1,17,35,1,0.10873598902096,0.0038879203544374447
728,1,8,1024,RS,0.24562349792710408,512,1,1,0.2504966285714286,True,512,1,1,17,7,35,8,0.25536975921575317,0.014709367066281683
729,1,8,2048,RS,0.2420309360614557,16,256,1024,0.24681262857142855,True,256,256,1,3,1,35,8,0.2515943210814014,0.014433364393625749
730,1,8,1,RS,0.23313423358324192,64,64,64,0.2370135714285714,True,32,2048,1,1,27,35,8,0.2408929092739009,0.011709639758484007
731,32,1,1,RS,0.2647796008092278,512,64,1024,0.26952214285714293,True,128,512,21,11,1,35,1,0.27426468490505806,0.014315190152208165
732,1,32,128,RS,0.295930903137537,128,128,1,0.30187548571428574,True,64,512,1,18,13,35,1,0.3078200682910345,0.017943505635141854
733,8,1,1024,RS,0.12576231527978318,128,16,1024,0.12786351428571427,True,16,512,3,1,25,35,8,0.12996471329164536,0.006342392542572687
734,32,1,1,RS,0.10907450193370533,16,128,512,0.10952377142857143,True,16,2048,27,1,13,35,1,0.10997304092343754,0.0013561035798137508
735,8,1,256,RS,0.2282130070863984,32,64,2048,0.23188240000000004,True,16,64,27,1,19,35,8,0.23555179291360168,0.011075928641363284
736,1,8,256,RS,0.23781025301596248,64,256,1,0.24193651428571425,True,64,512,1,8,16,35,8,0.24606277555546602,0.01245496910673792
737,8,8,2048,RS,0.12794171022572304,1,128,1024,0.13140831428571428,True,512,2048,15,6,1,35,1,0.13487491834570553,0.01046381788496894
738,8,8,256,RS,0.23545928356401546,64,32,1,0.23833554285714292,True,256,512,2,29,1,35,1,0.24121180215027038,0.008681883743397944
739,8,8,1,RS,0.22836952643098546,256,512,512,0.23272497142857143,True,16,128,1,22,8,35,1,0.2370804164261574,0.013146751828027901
740,1,8,64,RS,0.2392326683505108,128,16,2048,0.24260611428571432,True,16,128,22,24,1,35,1,0.24597956022091785,0.010182623483931352
741,8,1,1024,RS,0.12068516780333524,512,256,1024,0.12338540000000002,True,16,512,17,1,3,35,1,0.1260856321966648,0.008150552374620297
742,8,8,2048,RS,0.12359733376936187,1,512,1,0.12402019999999998,True,16,128,25,1,15,35,1,0.1244430662306381,0.0012764062899965904
743,1,1,256,RS,0.30780733329609367,128,16,128,0.3109730857142858,True,32,2048,15,2,1,35,32,0.3141388381324779,0.009555708179995062
744,8,8,256,RS,0.12185538049767343,256,64,1,0.12520317142857143,True,64,64,20,1,27,35,1,0.12855096235946942,0.010105184789391786
745,8,1,1024,RS,0.13174512646886266,16,1,1,0.13467708571428572,True,32,1024,14,29,1,35,1,0.13760904495970877,0.008850012017333013
746,1,1,2048,RS,0.2743292816945001,64,16,256,0.27498422857142857,True,1,64,14,29,1,35,1,0.27563917544835703,0.001976933253959845
747,1,1,64,RS,0.2153034186394065,512,1,1024,0.21972291428571428,True,32,2048,5,6,1,35,32,0.22414240993202206,0.013340086374471769
748,8,1,512,RS,0.0868825494005004,16,512,1024,0.09088327142857143,True,1,2048,1,30,11,35,1,0.09488399345664246,0.012076033485700306
749,8,1,512,RS,0.09890202458206797,16,32,2048,0.1021721742857143,True,512,2048,1,12,2,35,8,0.10544232398936064,0.009870827577472718
750,1,1,2048,RS,0.21305617707579338,32,128,2048,0.2134892285714286,True,1,64,11,1,27,35,8,0.21392228006706382,0.001307150140807187
751,1,1,512,RS,0.194298242676896,128,16,128,0.19503508571428574,True,1,64,13,23,1,35,8,0.19577192875167548,0.0022241338265417718
752,1,8,1024,RS,0.2128503882377108,32,1,256,0.2137228,True,16,64,1,25,11,35,1,0.21459521176228918,0.002633343076775223
753,8,1,256,RS,0.23468765673265618,1,256,64,0.23905248571428567,True,32,128,19,26,1,35,8,0.24341731469591515,0.013175077041512735
754,1,1,256,RS,0.09546513947526858,64,128,1024,0.0975768057142857,True,16,256,1,28,20,35,8,0.09968847195330283,0.006373987503772897
755,8,1,256,RS,0.10744795981285006,128,256,128,0.11040865714285715,True,16,2048,1,19,22,35,8,0.11336935447286424,0.008936756877214964
756,1,1,512,RS,0.20934072677444773,128,512,256,0.2121280857142857,True,64,128,5,20,1,35,1,0.21491544465412368,0.008413541270293905
757,8,1,1,RS,0.14212712552838536,16,512,2048,0.14447897142857147,True,64,256,5,7,1,35,1,0.14683081732875758,0.007098961048675521
758,1,8,2048,RS,0.24668731927681264,512,1,512,0.24768728571428572,True,1,128,10,1,13,35,8,0.2486872521517588,0.003018362210314239
759,8,1,2048,RS,0.09861322499892432,32,128,256,0.09925212857142857,True,128,1,1,7,29,35,8,0.09989103214393281,0.001928507124853898
760,1,1,1024,RS,0.17412346268809736,32,32,2048,0.17764005714285713,True,128,1024,17,1,20,35,8,0.1811566515976169,0.010614712067807064
761,1,32,256,RS,0.29629691172322,128,64,1024,0.30015077142857144,True,128,1,1,11,5,35,1,0.3040046311339229,0.011632734922464557
762,32,1,2048,RS,0.0827539559592173,16,1,2048,0.08498638,True,256,1024,1,18,3,35,1,0.0872188040407827,0.006738490522865107
763,1,32,2048,RS,0.10858993696354628,256,128,512,0.11108085714285713,True,16,1024,12,1,25,35,1,0.11357177732216799,0.007518751686446957
764,1,1,1024,RS,0.2962377110099368,512,256,1,0.3005098285714286,True,1,1024,10,1,15,35,32,0.3047819461329204,0.012895231002164472
765,1,32,1,RS,0.3284436893771809,64,1,128,0.3292137428571429,True,256,256,1,29,19,35,1,0.3299837963371049,0.002324378335848802
766,1,8,1,RS,0.11387241921236965,128,1,1,0.11531077142857143,True,512,512,30,1,22,35,1,0.11674912364477322,0.004341613690031551
767,1,1,256,RS,0.25617112727752334,64,256,1,0.25823897142857144,True,1,128,18,8,1,35,1,0.26030681557961954,0.00624171212997439
768,32,1,512,RS,0.24654976966970382,128,512,512,0.24779805714285713,True,128,256,20,25,1,35,1,0.24904634461601044,0.0037679101971620213
769,1,8,512,RS,0.10647794603930044,128,16,2048,0.10878008571428571,True,32,128,2,1,2,35,1,0.11108222538927098,0.006948924621310341
770,1,1,128,RS,0.21037424312431102,32,1,1,0.21091699999999997,True,32,1,25,1,29,35,8,0.2114597568756889,0.0016382918281813274
771,1,1,256,RS,0.10435426272385599,16,256,64,0.10747011428571429,True,32,2048,29,1,5,35,1,0.11058596584757259,0.00940508426565555
772,1,8,1,RS,0.25220175143152096,128,1,512,0.2576179714285714,True,256,1,7,19,1,35,1,0.26303419142562184,0.016348662464269432
773,32,1,1,RS,0.08552437384299805,16,16,256,0.08791423142857141,True,1,512,18,1,9,35,1,0.09030408901414477,0.00721369793425858
774,1,1,2048,RS,0.10886347822842396,64,256,64,0.11183659999999998,True,128,512,1,7,6,35,8,0.114809721771576,0.008974259600817058
775,8,1,512,RS,0.09926213795836601,64,32,64,0.10201178285714285,True,128,1,17,1,26,35,1,0.10476142775591969,0.008299702813250457
776,1,1,2048,RS,0.2201233214127319,128,512,256,0.22079265714285712,True,64,64,11,9,1,35,8,0.22146199287298235,0.002020365482393959
777,1,32,2048,RS,0.25747925154117757,64,512,512,0.2607718857142857,True,1,1024,1,3,27,35,1,0.2640645198873939,0.009938696128255252
778,8,8,2048,RS,0.21553284569193182,1,512,1,0.22057557142857143,True,32,1024,17,22,1,35,1,0.22561829716521103,0.015221283665194815
779,1,1,1,RS,0.19798343555250775,64,32,1024,0.20079039999999998,True,16,1,21,20,1,35,8,0.2035973644474922,0.008472719779891901
780,32,1,256,RS,0.07907839419338734,16,64,128,0.08180716857142856,True,64,256,1,26,6,35,1,0.08453594294946977,0.008236705907817115
781,1,32,1024,RS,0.14545253707866432,1,1,1024,0.1477029142857143,True,128,1,22,1,5,35,1,0.1499532914927643,0.00679268150026789
782,1,8,256,RS,0.24350688158603234,128,128,2048,0.24749920000000003,True,32,1024,25,1,15,35,8,0.2514915184139677,0.012050667483113597
783,1,8,128,RS,0.24840727085507874,32,128,2048,0.25239220000000007,True,16,1,3,3,1,35,8,0.2563771291449214,0.012028363244075586
784,1,32,128,RS,0.07163595039757231,16,16,1024,0.07278972857142857,True,512,512,24,30,1,35,1,0.07394350674528483,0.0034826373251621023
785,8,1,512,RS,0.13447171201860136,1,256,512,0.1380607142857143,True,32,1,4,23,1,35,8,0.1416497165528272,0.010833272407782629
786,1,8,1,RS,0.22992310986858208,128,256,1,0.23371065714285716,True,16,1,1,20,16,35,1,0.23749820441713224,0.011432573268498733
787,1,8,1024,RS,0.11131570810191907,16,64,512,0.11147468571428572,True,128,128,1,26,15,35,1,0.11163366332665237,0.00047986812304028244
788,1,8,256,RS,0.2530680553764899,128,16,2048,0.25352734285714285,True,128,1024,1,19,3,35,8,0.2539866303377958,0.0013863425044309374
789,1,8,256,RS,0.253123795874685,256,1,512,0.25746037142857153,True,128,2048,7,17,1,35,8,0.2617969469824581,0.013089795100624246
790,32,1,512,RS,0.11907890316415964,16,16,128,0.12163497142857142,True,64,1024,5,1,18,35,1,0.1241910396929832,0.007715398804564116
791,1,1,1,RS,0.29855605475259833,128,32,1024,0.3039392857142857,True,32,256,25,1,1,35,32,0.30932251667597305,0.016249086264545864
792,1,1,1,RS,0.3126451473458777,32,64,64,0.3187238285714286,True,1,1024,15,1,27,35,32,0.3248025097969795,0.018348277514307464
