id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
3706,True,30,0.20496506827717606,8,256,128,128,9,1,30,11,1,2048,1024,0.1983754650561573,0.009207501662352402,1,0.20167026666666668,8
3707,True,30,0.1971453200386443,1,1,128,128,26,2,1,7,2048,128,2048,0.19274947996135564,0.006142206664275197,1,0.19494739999999997,32
3708,True,30,0.11118925571225209,1,64,64,512,16,10,1,12,1024,1024,256,0.11039407762108124,0.001111084135228092,8,0.11079166666666666,8
3709,True,30,0.18429603102002082,32,1,16,256,7,28,1,4,2048,1,128,0.17934636897997927,0.006916049408923179,1,0.18182120000000004,1
3710,True,30,0.16718950335440833,32,64,32,256,1,27,29,27,2048,256,64,0.16602762997892498,0.0016234590577597651,1,0.16660856666666665,1
3711,True,30,0.14512734165974547,1,16,16,1,25,1,6,17,128,128,1,0.14123192500692114,0.005442976474217843,1,0.1431796333333333,8
3712,True,30,0.11970813761614905,1,128,512,64,1,13,6,11,2048,1,128,0.11937519571718429,0.0004652120902221791,1,0.11954166666666667,1
3713,True,30,0.16542448717075073,1,32,16,32,24,1,7,27,256,128,1,0.164135979495916,0.0018004022640016346,1,0.16478023333333336,32
3714,True,30,0.11468223201628874,1,1,256,256,29,14,1,17,512,2048,128,0.1140037013170446,0.0009480954060055826,8,0.11434296666666667,8
3715,True,30,0.11672941136241272,8,16,1,64,14,30,1,4,1,512,2048,0.11583352197092064,0.0012518057286265401,8,0.11628146666666668,1
3716,True,30,0.19919117352767002,8,128,16,64,6,29,1,14,1,2048,2048,0.19393262647233,0.007347647366561175,1,0.1965619,1
3717,True,30,0.20394651220737403,8,128,512,512,4,17,1,11,2048,2048,256,0.2021397544592926,0.002524541222127741,1,0.20304313333333332,8
3718,True,30,0.16866942569077273,1,64,32,512,25,1,29,17,1,1024,64,0.16490170764256065,0.005264546138610202,1,0.1667855666666667,8
3719,True,30,0.20734420351090674,8,1,256,1,4,7,1,20,128,512,128,0.2009682631557599,0.008908955433282975,1,0.20415623333333333,8
3720,True,30,0.15611959404753373,8,128,32,16,13,1,20,28,256,1,1024,0.15448833928579964,0.0022793149187615314,1,0.15530396666666668,1
3721,True,30,0.1251932315677576,8,256,128,16,15,1,8,18,2048,128,512,0.12127643509890905,0.0054728500014972915,1,0.12323483333333332,1
3722,True,30,0.2455804883821219,1,64,128,16,1,17,16,26,128,1,256,0.24320191161787805,0.0033235308373274755,32,0.24439119999999998,1
3723,True,30,0.11712335044250587,1,32,256,16,1,29,20,3,256,1024,512,0.11599971622416085,0.0015700283592626238,8,0.11656153333333336,8
3724,True,30,0.14759177209822608,8,64,1,256,30,1,27,19,256,512,1024,0.14541102790177393,0.003047103921212184,1,0.1465014,8
3725,True,30,0.10537016095096723,8,1,32,1,1,9,19,2,512,64,512,0.10525977238236613,0.00015424341873228353,8,0.10531496666666668,1
3726,True,30,0.14414014658625574,1,1,128,512,1,2,12,25,512,256,2048,0.14051285341374437,0.005068333675874152,1,0.14232650000000005,32
3727,True,30,0.11932704135835429,1,64,16,32,30,2,1,25,64,1,1024,0.11854675864164574,0.0010902711696331952,8,0.11893690000000001,8
3728,True,30,0.21412825980979025,1,16,1,256,1,29,1,10,256,1,256,0.20814287352354308,0.008363243177473409,1,0.21113556666666666,8
3729,True,30,0.2064270096771501,8,512,64,128,12,4,1,5,128,256,512,0.2011433236561832,0.007382773467486472,1,0.20378516666666666,8
3730,True,30,0.19267700466986834,1,64,32,16,4,1,10,23,2048,1,256,0.18905186199679833,0.005065328832256489,32,0.19086443333333333,1
3731,True,30,0.16221589829864394,1,32,512,32,18,1,26,6,128,1024,1,0.15684136836802273,0.007509707581893952,1,0.15952863333333334,32
3732,True,30,0.11083692243652929,1,64,1,64,8,15,1,4,512,1,1024,0.10997334423013735,0.0012066580496929893,8,0.11040513333333332,1
3733,True,30,0.14386834612513427,8,1,512,256,1,15,24,23,256,1024,64,0.1396209872081991,0.005934737339502809,1,0.14174466666666669,8
3734,True,30,0.24209227453484672,1,64,512,16,28,22,1,4,128,2048,128,0.23825139213181995,0.005366777015946243,1,0.24017183333333333,32
3735,True,30,0.20231450215117835,1,512,64,64,20,13,1,15,256,1024,1024,0.19708476451548834,0.007307392624291894,1,0.19969963333333335,1
3736,True,30,0.12167203823863897,1,128,16,16,1,16,11,18,1024,1,1024,0.12042082842802769,0.0017482868125364586,8,0.12104643333333333,1
3737,True,30,0.11331194454839394,1,256,512,128,15,1,22,4,256,1,512,0.11246912211827273,0.0011776564788690386,8,0.11289053333333333,8
3738,True,30,0.22526961619121194,1,1,128,16,1,27,30,18,1,512,2048,0.22388318380878802,0.0019372302151955678,1,0.22457639999999998,8
3739,True,30,0.19927743954757304,32,512,64,64,20,14,1,14,128,64,512,0.19733436045242697,0.0027150199182817566,1,0.1983059,1
3740,True,30,0.31645347478582814,1,1,512,16,1,25,1,28,256,1024,128,0.3138156585475053,0.0036857602172264098,32,0.3151345666666667,1
3741,True,30,0.20649734064506453,1,128,16,32,30,10,1,20,128,64,128,0.20375079268826873,0.0038376885572206382,1,0.20512406666666663,8
3742,True,30,0.15251792992073965,1,1,512,256,1,21,23,21,256,1024,512,0.14842053674592698,0.00572519364262516,1,0.1504692333333333,32
3743,True,30,0.12030092480008996,1,256,16,1,9,1,9,13,512,1024,1024,0.1163867418665767,0.005469198168429773,1,0.11834383333333333,1
3744,True,30,0.14871194925563172,32,32,64,32,1,17,14,15,2048,1,2048,0.1439190507443683,0.006697007320437991,1,0.14631550000000001,1
3745,True,30,0.11979333203318379,8,512,256,1,7,1,8,18,2048,512,2048,0.11588933463348286,0.005454966155307984,8,0.11784133333333333,1
3746,True,30,0.20135387733328955,1,1,32,32,16,18,1,17,2048,128,128,0.19635352266671044,0.006986881054996332,1,0.1988537,8
3747,True,30,0.13661568453695075,1,16,128,16,30,1,13,27,512,1,2048,0.13232778212971588,0.00599138782995133,8,0.13447173333333332,1
3748,True,30,0.11109752947378121,8,1,16,256,2,12,1,18,2048,256,2048,0.10736073719288547,0.005221334272216464,8,0.10922913333333334,1
3749,True,30,0.20490089152259935,32,16,64,64,12,1,6,22,128,1,64,0.2002439751440673,0.006507002600702998,1,0.20257243333333333,1
3750,True,30,0.13650305460384704,1,16,1,1,9,1,14,1,64,256,256,0.13514527872948628,0.0018971891327844888,1,0.13582416666666666,32
3751,True,30,0.14604179214775462,1,64,16,1,27,1,10,8,1,512,256,0.14462127451891202,0.001984856749379044,1,0.14533153333333332,32
3752,True,30,0.11286879655003709,8,128,128,32,1,20,5,5,2048,1,2048,0.11138420344996294,0.00207438793784255,8,0.11212650000000002,1
3753,True,30,0.11044925184607013,8,1,64,1,8,15,1,17,512,512,64,0.10653108148726317,0.005474769706470666,8,0.10849016666666665,1
3754,True,30,0.2543877536655394,1,256,32,32,1,29,13,24,256,256,256,0.25066291300112725,0.005204634552225757,32,0.2525253333333333,1
3755,True,30,0.12347295354836739,1,512,128,32,5,1,26,8,256,1024,1024,0.12198171311829924,0.0020836760998026735,8,0.12272733333333331,1
3756,True,30,0.38369599610119953,32,16,128,32,17,1,26,2,256,128,128,0.3800524038988007,0.005091107937047367,1,0.3818742000000001,1
3757,True,30,0.15133454460354478,1,1,32,16,28,1,2,17,1024,1024,64,0.14992452206312196,0.001970192202693828,1,0.15062953333333337,32
3758,True,30,0.1914746249937119,8,32,32,32,22,1,28,28,1024,128,512,0.19005224167295473,0.0019874636379622708,1,0.19076343333333332,1
3759,True,30,0.23787797693517218,8,16,128,16,10,26,1,7,64,1,256,0.2323897563981612,0.007668564862403455,1,0.2351338666666667,8
3760,True,30,0.1970802075715305,1,16,1,128,5,15,1,14,128,256,256,0.19093892576180282,0.008581072422035735,32,0.19400956666666666,1
3761,True,30,0.1086407182312373,1,16,128,256,19,25,1,1,512,1024,2048,0.10847688176876269,0.0002289249367514747,8,0.1085588,8
3762,True,30,0.17176594878632592,8,128,1,1,9,1,28,22,128,64,1024,0.16825851788034066,0.004900852876002523,1,0.1700122333333333,1
3763,True,30,0.20295845352046377,1,512,128,32,17,14,1,14,1024,512,1024,0.1968532131462029,0.00853071254969686,1,0.19990583333333334,1
3764,True,30,0.2323835507851263,32,64,256,16,14,27,1,1,128,1,2048,0.22674871588154039,0.00787342575898333,1,0.22956613333333334,1
3765,True,30,0.14126385920016063,1,1,512,128,1,7,23,5,1024,512,1024,0.140432007466506,0.0011623273759526133,1,0.14084793333333331,1
3766,True,30,0.1444088000534511,8,64,1,32,13,1,23,5,128,1,128,0.1429770666132156,0.002000528345768243,1,0.14369293333333336,8
3767,True,30,0.12980824939083171,8,128,64,32,1,24,15,15,64,512,256,0.12922148394250163,0.0008198739225569307,1,0.12951486666666667,1
3768,True,30,0.24293757679837275,1,512,1,64,1,9,2,23,1,512,512,0.23804882320162724,0.006830943436061129,32,0.2404932,1
3769,True,30,0.17882463041160393,1,32,32,128,1,10,23,28,512,2048,1,0.17746223625506272,0.00190364215270506,1,0.17814343333333332,32
3770,True,30,0.15571832557817308,1,64,128,16,1,24,19,15,2048,256,64,0.1545537410884936,0.001627247235534772,1,0.15513603333333334,1
3771,True,30,0.20968561179925171,32,512,16,1,16,13,1,5,64,1,512,0.20422012153408153,0.00763680437414033,1,0.20695286666666662,1
3772,True,30,0.2190885046160496,1,32,128,512,19,1,22,18,2048,2048,1024,0.21762556205061703,0.002044136141639188,1,0.2183570333333333,1
3773,True,30,0.12362346185497253,1,64,1,1,1,5,7,20,2048,1024,2048,0.12314420481169414,0.0006696548903892372,1,0.12338383333333333,1
3774,True,30,0.1208960984627562,8,128,32,128,30,1,23,25,1,2048,128,0.12011536820391047,0.001090896510011631,8,0.12050573333333334,1
3775,True,30,0.1265302714930016,8,256,32,256,26,1,13,16,256,256,2048,0.12632606184033174,0.0002853374707643953,1,0.12642816666666667,1
3776,True,30,0.12980536745862528,1,128,512,1,1,16,12,15,128,1024,1024,0.12855036587470806,0.001753584970535755,1,0.12917786666666667,8
3777,True,30,0.12701473767079907,1,16,32,16,16,15,1,12,256,64,512,0.12528892899586758,0.0024114329361513585,8,0.12615183333333332,1
3778,True,30,0.11911152431100103,1,256,32,256,1,19,26,15,2048,128,1024,0.118299875688999,0.001134098030742199,8,0.11870570000000001,8
3779,True,30,0.12306749469827606,8,128,128,16,1,12,10,28,2048,256,256,0.12015197196839057,0.004073793137714392,1,0.12160973333333332,1
3780,True,30,0.17954019556001882,32,512,256,1,10,1,29,29,256,1024,512,0.17939827110664774,0.00019830778827088197,1,0.17946923333333328,1
3781,True,30,0.20923470714595815,1,32,512,16,6,1,11,15,128,1,1,0.20631982618737515,0.004072896405371599,32,0.20777726666666665,1
3782,True,30,0.13453968888037035,1,512,512,256,1,27,18,5,512,1024,1,0.13306011111962965,0.0020673801190556787,1,0.1337999,8
3783,True,30,0.22441440396571774,8,256,32,16,5,24,1,28,1,1024,2048,0.21938592936761556,0.0070261723912968576,1,0.22190016666666665,8
3784,True,30,0.292602909669923,1,256,16,256,1,15,7,11,1024,128,1024,0.28888742366341036,0.005191563502987854,32,0.29074516666666667,1
3785,True,30,0.3784590025931129,8,16,256,1,18,1,21,1,2048,1,64,0.37303073074022036,0.0075847999390594055,1,0.3757448666666666,1
3786,True,30,0.10681448041804703,8,64,64,1,1,11,8,5,1024,1,128,0.10602418624861965,0.0011042599432299538,8,0.10641933333333334,1
3787,True,30,0.24699611890950282,1,512,1,64,1,9,1,19,1024,512,512,0.2454111477571639,0.0022146438913639294,32,0.24620363333333337,1
3788,True,30,0.11015768358844084,1,64,256,1,16,1,3,10,1,1024,128,0.10893744974489251,0.0017050048031864574,8,0.10954756666666668,8
3789,True,30,0.15909271124864924,1,64,64,64,20,1,23,4,1024,1,1,0.15773628875135073,0.0018952980900111722,1,0.15841449999999999,32
3790,True,30,0.11328587650422962,1,64,64,1,30,1,15,22,2048,1,1024,0.11244345682910366,0.001177093718538257,8,0.11286466666666664,8
3791,True,30,0.2747515098186429,1,128,32,512,27,24,1,18,512,128,512,0.2728814235146904,0.002613028762864185,32,0.27381646666666665,1
3792,True,30,0.16737432928624837,1,256,16,128,10,1,30,3,1024,512,512,0.16469427071375167,0.003744784463312496,1,0.16603430000000002,32
3793,True,30,0.12019755066033352,8,32,64,1,1,25,12,10,1,2048,256,0.1190660493396665,0.0015810208811608628,8,0.11963180000000001,1
3794,True,30,0.1457689493923631,8,32,64,32,1,16,23,10,512,256,1,0.14565458394097017,0.00015980022597675476,1,0.14571176666666663,8
3795,True,30,0.11867270266145345,1,256,1,128,1,6,15,19,2048,1,256,0.11850589733854651,0.00023307325743922872,8,0.11858929999999998,1
3796,True,30,0.1955271135584583,1,1,512,32,3,1,23,20,1024,1024,128,0.19173895310820838,0.005293109838795672,32,0.19363303333333334,1
3797,True,30,0.13239209792943954,1,128,32,16,1,29,29,6,1024,512,128,0.12873723540389373,0.005106855701462059,8,0.13056466666666663,1
3798,True,30,0.12587281936042632,8,1,128,512,1,9,24,3,1,1024,256,0.12463611397290697,0.0017280201143376646,1,0.12525446666666665,8
3799,True,30,0.2035735128168318,1,1,128,128,29,30,1,25,1,2048,128,0.1981204205165016,0.007619480981813803,1,0.2008469666666667,8
3800,True,30,0.12095881800983478,8,16,32,64,23,1,5,30,256,512,64,0.11770411532349857,0.004547721522794565,1,0.11933146666666668,8
3801,True,30,0.24534549450095766,1,128,64,1,1,6,18,8,256,512,1024,0.242943172165709,0.003356709979859579,32,0.24414433333333332,1
3802,True,30,0.2248774346845371,1,16,128,32,29,26,1,6,2048,2048,128,0.22474076531546291,0.0001909649793373985,32,0.2248091,1
3803,True,30,0.12475157154095932,1,256,256,16,16,1,7,4,1,512,1,0.12370849512570735,0.00145746678597566,8,0.12423003333333334,1
3804,True,30,0.14288261780211495,8,32,256,16,6,1,3,14,64,256,1024,0.137987582197885,0.006839721141245451,1,0.14043509999999998,8
3805,True,30,0.21815715003891734,8,16,512,64,6,5,1,1,1,512,1024,0.21152164996108264,0.009271632289228619,1,0.21483939999999999,1
3806,True,30,0.226735156097238,1,1,256,16,1,16,1,6,2048,512,256,0.2221995772360953,0.006337460466587191,1,0.22446736666666664,32
3807,True,30,0.1475694084768177,8,16,64,32,2,1,5,25,1,1024,128,0.14292705818984885,0.006486649734561665,1,0.14524823333333328,1
3808,True,30,0.1442332286920128,1,512,256,256,1,12,15,3,256,1024,1,0.1424059046413206,0.0025532780457460727,1,0.1433195666666667,32
3809,True,30,0.11868740154747226,1,64,64,64,14,1,12,20,1,128,1024,0.11470699845252774,0.0055617260833905405,8,0.1166972,8
3810,True,30,0.25120649811880447,1,64,64,32,25,3,1,8,64,256,64,0.24883396854786222,0.0033150812326229497,1,0.25002023333333334,1
3811,True,30,0.18873177686291415,1,256,256,64,22,21,1,18,1024,512,512,0.18276895647041913,0.008331712370948858,1,0.18575036666666664,32
3812,True,30,0.18888584337937364,1,32,64,256,18,24,1,27,512,128,64,0.18353062328729292,0.007482726386744933,1,0.18620823333333328,1
3813,True,30,0.11495343312544863,8,64,32,256,18,28,1,17,1,2048,256,0.11380096687455137,0.0016103146980223056,8,0.1143772,1
3814,True,30,0.20606488022610103,8,16,64,1,5,4,1,14,2048,256,256,0.20025538644056556,0.008117472614606647,1,0.2031601333333333,8
3815,True,30,0.18422374869619504,8,32,256,64,13,1,29,19,1,256,1,0.18067558463713831,0.004957768377898356,1,0.18244966666666668,1
3816,True,30,0.1444105025574766,1,16,32,512,27,1,16,19,512,512,256,0.13945656410919008,0.00692202473622342,32,0.14193353333333333,1
3817,True,30,0.11669125506533419,1,1,1,1,1,19,8,29,512,512,512,0.1161283449346658,0.0007865414335346027,8,0.1164098,8
3818,True,30,0.20784698013623237,1,16,512,256,1,2,27,29,1024,2048,128,0.207738353197101,0.00015178193421996913,1,0.20779266666666668,8
3819,True,30,0.1964812044617746,1,16,64,16,12,6,1,18,256,128,64,0.19148072887155873,0.00698705001882451,1,0.19398096666666667,32
3820,True,30,0.26993245769381125,1,64,256,32,1,16,30,4,64,512,512,0.2681634089728555,0.002471851262156005,32,0.2690479333333334,1
3821,True,30,0.11274606283351227,8,32,512,64,24,17,1,5,2048,2048,2048,0.11096453716648774,0.0024892850131446715,8,0.1118553,1
3822,True,30,0.23467096044069644,32,1,64,16,3,12,1,6,64,256,512,0.22924217289263696,0.0075855205081054805,1,0.2319565666666667,1
3823,True,30,0.13245988849299903,1,32,128,128,1,29,14,5,512,1,512,0.12749171150700098,0.006941919918869706,8,0.1299758,1
3824,True,30,0.11953649662341927,1,16,128,256,1,12,14,22,256,1,1,0.11517983670991407,0.006087461118744188,8,0.11735816666666667,1
3825,True,30,0.12001784033775635,1,64,16,256,13,1,17,29,2048,512,512,0.11897702632891034,0.0014543055773193676,8,0.11949743333333335,1
3826,True,30,0.15982655957537226,32,32,256,1,1,5,29,17,512,1024,2048,0.15617917375796106,0.0050964086684208865,1,0.15800286666666666,1
3827,True,30,0.174365324759939,1,64,32,512,25,30,1,9,512,64,256,0.17323047524006097,0.001585699243236247,1,0.17379789999999998,32
3828,True,30,0.10629337768483965,8,1,128,1,13,16,1,13,128,1,256,0.10543315564849368,0.0012019685501524404,8,0.10586326666666666,1
3829,True,30,0.140784537422422,1,32,256,256,24,1,10,11,1024,1,1,0.13920319591091132,0.002209572277362496,1,0.13999386666666666,32
3830,True,30,0.19281856428756203,32,16,16,32,19,30,1,28,128,1,64,0.19109330237910463,0.002410668951879445,1,0.19195593333333333,1
3831,True,30,0.1320727505564626,8,128,1,512,1,6,22,17,512,64,128,0.13094364944353745,0.0015776671258538656,1,0.13150820000000002,8
3832,True,30,0.13482536061209402,32,32,256,1,1,9,14,17,256,1024,512,0.1345751060545726,0.0003496749617700537,1,0.1347002333333333,1
3833,True,30,0.11261690471576148,8,1,256,128,6,22,1,24,256,512,256,0.10881909528423851,0.005306592139342663,8,0.110718,1
3834,True,30,0.14278617870862428,1,32,16,128,9,1,11,22,2048,2048,512,0.14109322129137578,0.0023655306261668495,1,0.14193970000000003,8
3835,True,30,0.1865683015396512,1,64,256,512,7,1,1,13,1,512,1024,0.1818606984603488,0.006577825966837374,1,0.1842145,32
3836,True,30,0.20161829057046735,32,1,1,32,30,28,1,3,256,2048,128,0.19988830942953276,0.002417263027337599,1,0.20075330000000005,1
3837,True,30,0.2340984591705137,1,64,1,32,23,1,12,1,64,1024,128,0.22959654082948638,0.006290427392739965,32,0.23184750000000004,1
3838,True,30,0.13240424723814215,8,64,512,16,1,21,13,25,128,2048,64,0.13136901942852447,0.0014465001090755427,1,0.1318866333333333,8
3839,True,30,0.22120426655041933,8,16,1,64,9,2,1,25,1,1024,64,0.21669020011624737,0.006307401645069242,1,0.21894723333333335,8
3840,True,30,0.13376517155776055,1,256,256,1,1,26,7,7,64,2048,256,0.12867862844223946,0.00710731020077216,1,0.1312219,1
3841,True,30,0.2725627378096893,1,64,512,256,1,14,26,17,2048,2048,1024,0.2709504621903106,0.002252795797818049,32,0.27175659999999996,1
3842,True,30,0.25276575776072163,1,256,32,1,1,10,18,18,512,1024,256,0.2512515755726117,0.002115732092890991,32,0.25200866666666666,1
3843,True,30,0.14443382636785979,1,1,512,1,1,4,2,17,512,512,2048,0.13999824029880692,0.006197742828284791,1,0.14221603333333335,8
3844,True,30,0.21884532159737477,8,64,256,128,26,11,1,25,256,512,512,0.21390901173595858,0.006897392715528255,1,0.21637716666666668,8
3845,True,30,0.11368244808897619,1,16,16,512,12,26,1,2,1024,64,512,0.1089465519110238,0.0066173592655983235,8,0.1113145,8
3846,True,30,0.1477181570749692,32,16,1,64,1,1,4,4,128,1024,256,0.14266984292503085,0.007053893742702207,1,0.14519400000000002,1
3847,True,30,0.17333853331364873,1,32,128,1,1,28,18,4,2048,512,64,0.17129580001968464,0.0028542644479600857,1,0.1723171666666667,1
3848,True,30,0.18868146781040157,1,1,32,128,6,17,1,3,2048,1024,512,0.18612939885626506,0.0035659475008598873,1,0.18740543333333332,1
3849,True,30,0.2702265374416369,1,256,1,64,15,22,1,14,1,128,256,0.26656619589169656,0.005114511416765262,32,0.2683963666666667,1
3850,True,30,0.12122489912866066,1,1,64,32,28,8,1,3,1024,1024,128,0.11826176753800599,0.004140315908505318,8,0.11974333333333333,1
